Day	Month	Year	DoB	Full_name	Gender	Country	National_Party	National_Party_Abbreviation	European_Party_Group	European_Party_Group_Abbreviation
		1967		Jutta Paulus	F	Germany	Alliance 90/The Greens	Grüne	Greens-European Free Alliance	Greens-EFA
8	6	1976	08.06.76	Nils Ušakovs	M	Latvia	Harmony	SPDS	Progressive Alliance of Socialists and Democrats	SD
		1980		Marc Botenga	M	Belgium	Workers' Party of Belgium	PVDA-PTB	European United Left-Nordic Green Left Confederal Group	GUE-NGL
9	5	1970	09.05.70	María Eugenia Rodríguez Palop	F	Spain	We Can	Podemos	European United Left-Nordic Green Left Confederal Group	GUE-NGL
23	5	1987	23.05.87	Luisa Porritt	F	United Kingdom	Liberal Democrat	Lib Dem	Renew Europe	RE
4	3	1980	04.03.80	Karima Delli	F	France	Europe Ecology – The Greens	EELV	Greens-European Free Alliance	Greens-EFA
21	9	1976	21.09.76	Carlo Fidanza	M	Italy	Brothers of Italy	FdI	European Conservatives and Reformists Group	ECR
		1980		Katrin Langensiepen	F	Germany	Alliance 90/The Greens	Grüne	Greens-European Free Alliance	Greens-EFA
28	11	1976	28.11.76	Lucia Ďuriš Nicholsonová	F	Slovakia	Freedom and Solidarity	SaS	European Conservatives and Reformists Group	ECR
28	1	1977	28.01.77	Maximilian Krah	M	Germany	Alternative for Germany	AfD	Europe of Nations and Freedom	ID
8	2	1977	08.02.77	Iban García del Blanco	M	Spain	Spanish Socialist Workers' Party	PSOE	Progressive Alliance of Socialists and Democrats	SD
3	3	1977	03.03.77	Isabel Garcia Muñoz	F	Spain	Spanish Socialist Workers' Party	PSOE	Progressive Alliance of Socialists and Democrats	SD
2	5	1977	02.05.77	Andor Deli	M	Hungary	Fidesz - Hungarian Civic Union	Fidesz	European People's Party	EPP
2	6	1977	02.06.77	Judith Kirton-Darling	F	United Kingdom	Labour	Lab	Progressive Alliance of Socialists and Democrats	SD
8	6	1977	08.06.77	Márton Gyöngyösi	M	Hungary	Movement for a Better Hungary	Jobbik	Non-attached Group	NI
11	2	1965	11.02.65	Maite Pagazaurtundúa Ruiz	F	Spain	Union, Progress and Democracy	UPyD	Renew Europe	RE
20	2	1976	20.02.76	Marisa Matias	F	Portugal	Left Bloc	BE	European United Left-Nordic Green Left Confederal Group	GUE-NGL
21	8	1977	21.08.77	Giuseppe Milazzo	M	Italy	Forward Italy	FI	European People's Party	EPP
				Ramona-Victoria Strugariu	F	Romania	Freedom, Unity and Solidarity Party	PLUS	Renew Europe	RE
21	11	1977	21.11.77	Nicolas Bay	M	France	National Rally	RN	Europe of Nations and Freedom	ID
22	12	1977	22.12.77	Norbert Alexander Lins	M	Germany	Christian Democratic Union	CDU	European People's Party	EPP
16	2	1978	16.02.78	Tomas Tobé	M	Sweden	Moderate Party	M	European People's Party	EPP
20	1	1976	20.01.76	Malik Azmani	M	Netherlands	People's Party for Freedom and Democracy	VVD	Renew Europe	RE
14	9	1974	14.09.74	Rareş Bogdan	M	Romania	National Liberal Party	PNL	European People's Party	EPP
27	3	1978	27.03.78	Isabella Adinolfi	F	Italy	Five Star Movement	M5S	Europe of Freedom and Direct Democracy Group	EFDD
1	12	1963	01.12.63	Maria Soraya Rodríguez Ramos	F	Spain	Citizens	C's	Renew Europe	RE
11	8	1978	11.08.78	Andrea Bocskor	F	Hungary	Fidesz - Hungarian Civic Union	Fidesz	European People's Party	EPP
9	10	1978	09.10.78	Sven Simon	M	Germany	Christian Democratic Union	CDU	European People's Party	EPP
26	10	1978	26.10.78	Eva Kaili	F	Greece	Panhellenic Socialist Movement	PASOK	Progressive Alliance of Socialists and Democrats	SD
29	10	1978	29.10.78	Marco Zullo	M	Italy	Five Star Movement	M5S	Europe of Freedom and Direct Democracy Group	EFDD
17	4	1970	17.04.70	Martin Buschmann	M	Germany	Animal Protection Party	Tierschutz	European United Left-Nordic Green Left Confederal Group	GUE-NGL
22	6	1960	22.06.60	Rovana Plumb	F	Romania	Social Democratic Party	PSD	Progressive Alliance of Socialists and Democrats	SD
8	1	1979	08.01.79	Jonás Fernández Álvarez	M	Spain	Spanish Socialist Workers' Party	PSOE	Progressive Alliance of Socialists and Democrats	SD
18	1	1979	18.01.79	Roberta Metsola Tedesco Triccas	F	Malta	Nationalist Party	PN	European People's Party	EPP
7	2	1979	07.02.79	Nikolaos Androulakis	M	Greece	Panhellenic Socialist Movement	PASOK	Progressive Alliance of Socialists and Democrats	SD
21	3	1979	21.03.79	Angel Chavdarov Dzhambazki	M	Bulgaria	IMRO – Bulgarian National Movement	VMRO	European Conservatives and Reformists Group	ECR
25	3	1979	25.03.79	Annunziata Rees-Mogg	F	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
30	3	1979	30.03.79	Laura Huhtasaari	F	Finland	Finns Party	PS	Europe of Nations and Freedom	ID
8	4	1979	08.04.79	Kati Piri	F	Netherlands	Labour Party	PvdA	Progressive Alliance of Socialists and Democrats	SD
29	4	1979	29.04.79	Dennis Radtke	M	Germany	Christian Democratic Union	CDU	European People's Party	EPP
30	4	1979	30.04.79	Annalisa Tardino	F	Italy	League	Lega	Europe of Nations and Freedom	ID
14	6	1979	14.06.79	Michal Wiezik	M	Slovakia	TOGETHER - Civic Democracy	SPOLU	European People's Party	EPP
26	6	1979	26.06.79	Andrea Caroppo	M	Italy	League	Lega	Europe of Nations and Freedom	ID
12	7	1979	12.07.79	Lukas Mandl	M	Austria	Austrian People's Party	ÖVP	European People's Party	EPP
31	7	1979	31.07.79	Sven Schulze	M	Germany	Christian Democratic Union	CDU	European People's Party	EPP
16	9	1979	16.09.79	Jytte Guteland	F	Sweden	Swedish Social Democratic Party	S	Progressive Alliance of Socialists and Democrats	SD
15	10	1979	15.10.79	Raphaël Glucksmann	M	France	Public Place	PP	Progressive Alliance of Socialists and Democrats	SD
2	11	1979	02.11.79	Tomáš Zdechovský	M	Czech Republic	Christian Democratic Union - Czechoslovak People's Party	KDU-CSL	European People's Party	EPP
		1983		Marie-Pierre Vedrenne	F	France	Democratic Movement	MoDem	Renew Europe	RE
21	2	1980	21.02.80	Stanislav Polčák	M	Czech Republic	Mayors and Independents	STAN	European People's Party	EPP
				Kimberley van Sparrentak	F	Netherlands	GreenLeft	GL	Greens-European Free Alliance	Greens-EFA
12	7	1975	12.07.75	Martin Schirdewan	M	Germany	The Left	Linke	European United Left-Nordic Green Left Confederal Group	GUE-NGL
12	10	1962	12.10.62	Martin Charles Horwood	M	United Kingdom	Liberal Democrat	Lib Dem	Renew Europe	RE
23	2	1998	23.02.98	Kira Marie Peter-Hansen	F	Denmark	Socialist People's Party	SF	Greens-European Free Alliance	Greens-EFA
14	7	1980	14.07.80	Assita Kanko	F	Belgium	New Flemish Alliance	N-VA	European Conservatives and Reformists Group	ECR
16	4	1962	16.04.62	Martina Anderson	F	United Kingdom	Sinn Féin	Sinn Féin	European United Left-Nordic Green Left Confederal Group	GUE-NGL
29	10	1980	29.10.80	César Luena López	M	Spain	Spanish Socialist Workers' Party	PSOE	Progressive Alliance of Socialists and Democrats	SD
1	12	1955	01.12.55	Martina Michels	F	Germany	The Left	Linke	European United Left-Nordic Green Left Confederal Group	GUE-NGL
10	3	1981	10.03.81	Giuseppina Picierno	F	Italy	Democratic Party	PD	Progressive Alliance of Socialists and Democrats	SD
28	3	1981	28.03.81	Karoline Edtstadler	F	Austria	Austrian People's Party	ÖVP	European People's Party	EPP
20	9	1981	20.09.81	Siegfried Vasile Mureşan	M	Romania	National Liberal Party	PNL	European People's Party	EPP
4	11	1951	04.11.51	Traian Băsescu	M	Romania	People's Movement Party	PMP	European People's Party	EPP
19	11	1981	19.11.81	Rory Palmer	M	United Kingdom	Labour	Lab	Progressive Alliance of Socialists and Democrats	SD
6	2	1941	06.02.41	Klaus Buchner	M	Germany	Ecological Democratic Party	ÖDP	Greens-European Free Alliance	Greens-EFA
1	12	1981	01.12.81	Sebastian Dance	M	United Kingdom	Labour	Lab	Progressive Alliance of Socialists and Democrats	SD
14	1	1980	14.01.80	Martin Hlaváček	M	Czech Republic	Independent	Ind	Renew Europe	RE
26	6	1989	26.06.89	Magid Magid	M	United Kingdom	Green Party	Green	Greens-European Free Alliance	Greens-EFA
8	2	1982	08.02.82	Cláudia Monteiro de Aguiar	F	Portugal	Social Democrat Party	PPD/PSD	European People's Party	EPP
		1977		Martin Hojsík	M	Slovakia	Progressive Slovakia	PS	Renew Europe	RE
21	2	1982	21.02.82	Christophe Hansen	M	Luxembourg	Christian Social People's Party	CSV	European People's Party	EPP
7	7	1982	07.07.82	Andrey Novakov	M	Bulgaria	GERB	GERB	European People's Party	EPP
20	9	1982	20.09.82	Tomislav Sokol	M	Croatia	Croatian Democratic Union	HDZ	European People's Party	EPP
19	7	1977	19.07.77	Matt Carthy	M	Ireland	Sinn Féin	SF	European United Left-Nordic Green Left Confederal Group	GUE-NGL
12	11	1982	12.11.82	Charlie Weimers	M	Sweden	Sweden Democrats	SD	European Conservatives and Reformists Group	ECR
25	12	1982	25.12.82	Silvia Serafina Sardone	F	Italy	League	Lega	Europe of Nations and Freedom	ID
9	11	1955	09.11.55	Mick Wallace	M	Ireland	Independents 4 Change	I4C	European United Left-Nordic Green Left Confederal Group	GUE-NGL
11	4	1983	11.04.83	Tom Berendsen	M	Netherlands	Christian Democratic Appeal	CDA	European People's Party	EPP
11	8	1983	11.08.83	Markus Buchheit	M	Germany	Alternative for Germany	AfD	Europe of Nations and Freedom	ID
10	9	1983	10.09.83	Laura Ferrara	F	Italy	Five Star Movement	M5S	Europe of Freedom and Direct Democracy Group	EFDD
20	11	1983	20.11.83	Eleonora Evi	F	Italy	Five Star Movement	M5S	Europe of Freedom and Direct Democracy Group	EFDD
14	1	1984	14.01.84	Ignazio Corrao	M	Italy	Five Star Movement	M5S	Europe of Freedom and Direct Democracy Group	EFDD
29	6	1980	29.06.80	Marcel Kolaja	M	Czech Republic	Czech Pirate Party	Piráti	Greens-European Free Alliance	Greens-EFA
29	4	1984	29.04.84	Jeroen Lenaers	M	Netherlands	Christian Democratic Appeal	CDA	European People's Party	EPP
26	7	1976	26.07.76	Martina Dlabajová	F	Czech Republic	Independent	Ind	Renew Europe	RE
21	12	1984	21.12.84	Milan Uhrík	M	Slovakia	Kotleba - People's Party Our Slovakia	LSNS	Non-attached Group	NI
11	3	1985	11.03.85	Patryk Jaki	M	Poland	Law and Justice	PiS	European Conservatives and Reformists Group	ECR
18	4	1985	18.04.85	Mohammed Chahim	F	Netherlands	Labour Party	PvdA	Progressive Alliance of Socialists and Democrats	SD
29	6	1985	29.06.85	Niels Fuglsang	M	Denmark	Social Democrats	SD	Progressive Alliance of Socialists and Democrats	SD
9	7	1985	09.07.85	Stelios Kympouropoulos	M	Greece	New Democracy	ND	European People's Party	EPP
6	10	1947	06.10.47	Mauri Pekkarinen	M	Finland	Centre Party of Finland	Kesk	Renew Europe	RE
18	9	1985	18.09.85	Fabio Massimo Castaldo	M	Italy	Five Star Movement	M5S	Europe of Freedom and Direct Democracy Group	EFDD
11	10	1985	11.10.85	François-Xavier Bellamy	M	France	The Republicans	LR	European People's Party	EPP
11	11	1985	11.11.85	Javier López Fernández	M	Spain	Socialists' Party of Catalonia	PSC	Progressive Alliance of Socialists and Democrats	SD
5	12	1985	05.12.85	Tiemo Wölken	M	Germany	Social Democratic Party of Germany	SPD	Progressive Alliance of Socialists and Democrats	SD
1	1	1986	01.01.86	Brando Benifei	M	Italy	Democratic Party	PD	Progressive Alliance of Socialists and Democrats	SD
6	1	1945	06.01.45	Margrete Auken	F	Denmark	Socialist People's Party	SF	Greens-European Free Alliance	Greens-EFA
27	5	1987	27.05.87	Marie Toussaint	F	France	Europe Ecology – The Greens	EELV	Greens-European Free Alliance	Greens-EFA
26	3	1980	26.03.80	Miguel Urbán Crespo	M	Spain	We Can	Podemos	European United Left-Nordic Green Left Confederal Group	GUE-NGL
		1984		Michal Šimečka	M	Slovakia	Progressive Slovakia	PS	Renew Europe	RE
14	1	1993	14.01.93	Markéta Gregorová	F	Czech Republic	Czech Pirate Party	Piráti	Greens-European Free Alliance	Greens-EFA
11	7	1986	11.07.86	Marco Zanni	M	Italy	League	Lega	Europe of Nations and Freedom	ID
6	8	1986	06.08.86	Sara Skyttedal	F	Sweden	Christian Democrats	KD	European People's Party	EPP
27	11	1986	27.11.86	Arba Kokalari	F	Sweden	Moderate Party	M	European People's Party	EPP
26	1	1987	26.01.87	Eva Maydell	F	Bulgaria	GERB	GERB	European People's Party	EPP
18	3	1987	18.03.87	Susanna Ceccardi	F	Italy	League	Lega	Europe of Nations and Freedom	ID
16	1	1969	16.01.69	Tudor Ciuhodaru	M	Romania	Social Democratic Party	PSD	Progressive Alliance of Socialists and Democrats	SD
26	3	1961	26.03.61	Martin Häusling	M	Germany	Alliance 90/The Greens	Grüne	Greens-European Free Alliance	Greens-EFA
		1984		Monica Semedo	F	Luxembourg	Democratic Party	DP	Renew Europe	RE
28	9	1961	28.09.61	Martina Hermina Antonia Strik	F	Netherlands	GreenLeft	GL	Greens-European Free Alliance	Greens-EFA
11	6	1987	11.06.87	Maria Walsh	F	Ireland	Fine Gael	FG	European People's Party	EPP
25	6	1987	25.06.87	Isabella Tovaglieri	F	Italy	League	Lega	Europe of Nations and Freedom	ID
6	11	1986	06.11.86	Michael Bloss	M	Germany	Alliance 90/The Greens	Grüne	Greens-European Free Alliance	Greens-EFA
31	1	1988	31.01.88	Alex Agius Saliba	M	Malta	Labour Party	PL	Progressive Alliance of Socialists and Democrats	SD
19	2	1988	19.02.88	Tsvetelina Penkova	F	Bulgaria	Bulgarian Socialist Party	BSP	Progressive Alliance of Socialists and Democrats	SD
9	2	1953	09.02.53	Michèle Rivasi	F	France	Europe Ecology – The Greens	EELV	Greens-European Free Alliance	Greens-EFA
27	4	1988	27.04.88	Christian Doleschal	M	Germany	Christian Social Union	CSU	European People's Party	EPP
3	8	1990	03.08.90	Moritz Körner	M	Germany	Free Democratic Party	FDP	Renew Europe	RE
14	9	1966	14.09.66	Morten Helveg Petersen	M	Denmark	Danish Social Liberal Party	RV	Renew Europe	RE
25	12	1988	25.12.88	Mario Furore	M	Italy	Five Star Movement	M5S	Europe of Freedom and Direct Democracy Group	EFDD
20	12	1964	20.12.64	Morten Løkkegaard	M	Denmark	Left	V	Renew Europe	RE
23	3	1989	23.03.89	Sara Cerdas	F	Portugal	Socialist Party	PS	Progressive Alliance of Socialists and Democrats	SD
18	6	1986	18.06.86	Mikuláš Peksa	M	Czech Republic	Czech Pirate Party	Piráti	Greens-European Free Alliance	Greens-EFA
13	12	1971	13.12.71	Naomi Rachel Long	F	United Kingdom	Alliance Party of Northern Ireland	APNI	Renew Europe	RE
28	2	1983	28.02.83	Nikolaj Villumsen	M	Denmark	Red - Green Alliance	Enhl.	European United Left-Nordic Green Left Confederal Group	GUE-NGL
26	12	1989	26.12.89	Karlo Ressler	M	Croatia	Croatian Democratic Union	HDZ	European People's Party	EPP
27	2	1990	27.02.90	Peter Kofod	M	Denmark	Danish People's Party	DF	Europe of Nations and Freedom	ID
1	6	1964	01.06.64	Nathalie Loiseau	F	France	En Marche!	LaREM	Renew Europe	RE
28	8	1990	28.08.90	Ivan Vilibor Sinčić	M	Croatia	Human Shield	ŽZ	Party Group To Be Confirmed	TBC
22	4	1991	22.04.91	Jaak Madison	M	Estonia	Conservative People's Party of Estonia	EKRE	Europe of Nations and Freedom	ID
26	7	1991	26.07.91	Ana Lídia Fernandes Oliveira Pereira	F	Portugal	Social Democrat Party	PPD/PSD	European People's Party	EPP
14	9	1969	14.09.69	Monika Vana	F	Austria	The Greens	Grüne	Greens-European Free Alliance	Greens-EFA
15	10	1993	15.10.93	Alicia Homs Ginel	F	Spain	Spanish Socialist Workers' Party	PSOE	Progressive Alliance of Socialists and Democrats	SD
13	9	1995	13.09.95	Jordan Bardella	M	France	National Rally	RN	Europe of Nations and Freedom	ID
		1975		Mounir Satouri	M	France	Europe Ecology – The Greens	EELV	Greens-European Free Alliance	Greens-EFA
		1944		Leopoldo López Gil	M	Spain	People's Party	PP	European People's Party	EPP
23	1	1970	23.01.70	Nicola Beer	F	Germany	Free Democratic Party	FDP	Renew Europe	RE
		1954		Miroslav Radačovský	M	Slovakia	Kotleba - People's Party Our Slovakia	LSNS	Non-attached Group	NI
	10	1957		Rupert Lowe	M	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
	5	1958		John Longworth	M	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
		1959		Niyazi Kızılyürek	M	Cyprus	Progressive Party of Working People	AKEL	European United Left-Nordic Green Left Confederal Group	GUE-NGL
		1960		Erik Bergkvist	M	Sweden	Swedish Social Democratic Party	S	Progressive Alliance of Socialists and Democrats	SD
		1961		André Rougé	M	France	National Rally	RN	Europe of Nations and Freedom	ID
		1962		Nicolaus Fest	M	Germany	Alternative for Germany	AfD	Europe of Nations and Freedom	ID
		1984		Özlem Demirel	F	Germany	The Left	Linke	European United Left-Nordic Green Left Confederal Group	GUE-NGL
	9	1964		Richard Tice	M	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
		1964		Pietro Fiocchi	M	Italy	Brothers of Italy	FdI	European Conservatives and Reformists Group	ECR
	6	1965		Benyamin Naeem Habib	M	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
		1966		Rob Roos	M	Netherlands	Forum for Democracy	FvD	European Conservatives and Reformists Group	ECR
		1966		Gunnar Beck	M	Germany	Alternative for Germany	AfD	Europe of Nations and Freedom	ID
26	7	1956	26.07.56	Vasile Blaga	M	Romania	National Liberal Party	PNL	European People's Party	EPP
11	3	1986	11.03.86	Nico Semsrott	M	Germany	The Party	Partei	Greens-European Free Alliance	Greens-EFA
		1992		Niklas Hendrik Nienaß	M	Germany	Alliance 90/The Greens	Grüne	Greens-European Free Alliance	Greens-EFA
		1969		Loucas Fourlas	M	Cyprus	Democratic Rally	DISY	European People's Party	EPP
24	10	1964	24.10.64	Pär Holmgren	M	Sweden	Green Party	MP	Greens-European Free Alliance	Greens-EFA
3	10	1960	03.10.60	Pascal Durand	M	France	Independent	Ind	Greens-European Free Alliance	Greens-EFA
		1972		Nicolás María González Casares	M	Spain	Spanish Socialist Workers' Party	PSOE	Progressive Alliance of Socialists and Democrats	SD
		1972		Hubertus Jan Ruissen	M	Netherlands	Reformed Political Party	SGP	European Conservatives and Reformists Group	ECR
		1972		Vera Tax	F	Netherlands	Labour Party	PvdA	Progressive Alliance of Socialists and Democrats	SD
		1973		Magdalena Adamowicz	F	Poland	Civic Platform	PO	European People's Party	EPP
		1974		Louis Stedman-Bryce	M	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
		1977		Patrick Breyer	M	Germany	Pirate Party	Piraten	Greens-European Free Alliance	Greens-EFA
10	6	1963	10.06.63	Petra De Sutter	F	Belgium	Green	Groen	Greens-European Free Alliance	Greens-EFA
		1976		Pedro Manuel Dias de Jesus Marques	M	Portugal	Socialist Party	PS	Progressive Alliance of Socialists and Democrats	SD
14	3	1963	14.03.63	Philippe Lamberts	M	Belgium	Ecolo	Ecolo	Greens-European Free Alliance	Greens-EFA
16	2	1970	16.02.70	Petros Kokkalis	M	Greece	Coalition of the Radical Left	SYRIZA	European United Left-Nordic Green Left Confederal Group	GUE-NGL
		1977		Julie Lechanteux	F	France	National Rally	RN	Europe of Nations and Freedom	ID
		1978		Domènec Miguel Ruiz Devesa	M	Spain	Spanish Socialist Workers' Party	PSOE	Progressive Alliance of Socialists and Democrats	SD
		1979		Hélène Laporte	F	France	National Rally	RN	Europe of Nations and Freedom	ID
		1979		Aurore Lalucq	F	France	Public Place	PP	Progressive Alliance of Socialists and Democrats	SD
7	8	1945	07.08.45	Nils Torvalds	M	Finland	Swedish People's Party	SFP	Renew Europe	RE
22	11	1964	22.11.64	Olivier Chastel	M	Belgium	Reformist Movement	MR	Renew Europe	RE
20	3	1949	20.03.49	Pierrette Herzberger-Fofana	F	Germany	Alliance 90/The Greens	Grüne	Greens-European Free Alliance	Greens-EFA
20	2	1986	20.02.86	Rasmus Andresen	M	Germany	Alliance 90/The Greens	Grüne	Greens-European Free Alliance	Greens-EFA
		1982		Barbara Thaler	F	Austria	Austrian People's Party	ÖVP	European People's Party	EPP
		1984		Ondřej Knotek	M	Czech Republic	ANO 2011	ANO	Renew Europe	RE
		1983		Łukasz Kohut	M	Poland	Spring	Spring	Progressive Alliance of Socialists and Democrats	SD
		1977		Sandra Pereira	F	Portugal	Portuguese Communist Party	PCP	European United Left-Nordic Green Left Confederal Group	GUE-NGL
		1980		Ondřej Kovařík	M	Czech Republic	Independent	Ind	Renew Europe	RE
		1984		Evin Incir	F	Sweden	Swedish Social Democratic Party	S	Progressive Alliance of Socialists and Democrats	SD
22	8	1974	22.08.74	Pascal Canfin	M	France	Independent	Ind	Renew Europe	RE
16	5	1963	16.05.63	Petras Auštrevičius	M	Lithuania	Liberal Movement	LRLS	Renew Europe	RE
		1980		Pierre Karleskind	M	France	En Marche!	LaREM	Renew Europe	RE
26	1	1953	26.01.53	Reinhard Bütikofer	M	Germany	Alliance 90/The Greens	Grüne	Greens-European Free Alliance	Greens-EFA
		1985		Lefteris Nikolaou-Alavanos	M	Greece	Communist Party of Greece	KKE	Non-attached Group	NI
		1986		Lena Düpont	F	Germany	Christian Democratic Union	CDU	European People's Party	EPP
2	12	1968	02.12.68	Radka Maxová	F	Czech Republic	ANO 2011	ANO	Renew Europe	RE
3	11	1977	03.11.77	Vincze Loránt	M	Romania	Democratic Alliance of Hungarians in Romania	UDMR	European People's Party	EPP
		1990		Adriana Maldonado López	F	Spain	Spanish Socialist Workers' Party	PSOE	Progressive Alliance of Socialists and Democrats	SD
		1992		Alexander Bernhuber	M	Austria	Austrian People's Party	ÖVP	European People's Party	EPP
		1992		Delara Burkhardt	F	Germany	Social Democratic Party of Germany	SPD	Progressive Alliance of Socialists and Democrats	SD
28	10	1966	28.10.66	Romeo Franz	M	Germany	Alliance 90/The Greens	Grüne	Greens-European Free Alliance	Greens-EFA
		1971		Salima Yenbou	F	France	Europe Ecology – The Greens	EELV	Greens-European Free Alliance	Greens-EFA
				Jackie Jones	F	United Kingdom	Labour	Lab	Progressive Alliance of Socialists and Democrats	SD
5	5	1965	05.05.65	Nathalie Colin-Oesterlé	F	France	The Centrists	LC	European People's Party	EPP
21	5	1963	21.05.63	Sarah Scott Cato	F	United Kingdom	Green Party	Green	Greens-European Free Alliance	Greens-EFA
		1962		Matthew Patten	M	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
7	10	1954	07.10.54	Roger Phillip Bennion	M	United Kingdom	Liberal Democrat	Lib Dem	Renew Europe	RE
27	8	1962	27.08.62	Sarah Wiener	F	Austria	The Greens	Grüne	Greens-European Free Alliance	Greens-EFA
29	6	1961	29.06.61	Jörg Meuthen	M	Germany	Alternative for Germany	AfD	Europe of Nations and Freedom	ID
4	2	1968	04.02.68	Joachim Stanisław Brudziński	M	Poland	Law and Justice	PiS	European Conservatives and Reformists Group	ECR
		1962		Lance Forman	M	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
27	9	1970	27.09.70	Jessica Stegrud	F	Sweden	Sweden Democrats	SD	European Conservatives and Reformists Group	ECR
		1949		Maria Esperanza Araceli Aguilar Pinar	F	Spain	Voice	VOX	European Conservatives and Reformists Group	ECR
11	2	1989	11.02.89	Samira Rafaela	F	Netherlands	Democrats 66	D66	Renew Europe	RE
		1959		Henrik Overgaard-Nielsen	M	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
24	10	1983	24.10.83	Sabrina Pignedoli	F	Italy	Five Star Movement	M5S	Europe of Freedom and Direct Democracy Group	EFDD
				June Mummery	F	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
20	9	1968	20.09.68	Chiara Maria Gemma	F	Italy	Five Star Movement	M5S	Europe of Freedom and Direct Democracy Group	EFDD
		1972		Shaffaq Mohammed	M	United Kingdom	Liberal Democrat	Lib Dem	Renew Europe	RE
18	5	1957	18.05.57	Sheila Ritchie	F	United Kingdom	Liberal Democrat	Lib Dem	Renew Europe	RE
		1985		Saskia Bricmont	F	Belgium	Ecolo	Ecolo	Greens-European Free Alliance	Greens-EFA
				Christina Jordan	F	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
21	1	1965	21.01.65	Robert Rowland	M	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
				Scott Ainslie	M	United Kingdom	Green Party	Green	Greens-European Free Alliance	Greens-EFA
		1975		Sergey Lagodinsky	M	Germany	Alliance 90/The Greens	Grüne	Greens-European Free Alliance	Greens-EFA
2	10	1958	02.10.58	Stasys Jakeliūnas	M	Lithuania	Lithuanian Farmers and Greens Union	LVŽS	Greens-European Free Alliance	Greens-EFA
		1989		Josianne Cutajar	F	Malta	Labour Party	PL	Progressive Alliance of Socialists and Democrats	SD
18	11	1953	18.11.53	Krzysztof Jurgiel	M	Poland	Law and Justice	PiS	European Conservatives and Reformists Group	ECR
13	9	1963	13.09.63	Sophia Helena in 't Veld	F	Netherlands	Democrats 66	D66	Renew Europe	RE
17	11	1969	17.11.69	Sven Giegold	M	Germany	Alliance 90/The Greens	Grüne	Greens-European Free Alliance	Greens-EFA
19	8	1967	19.08.67	Daniela Rondinelli	F	Italy	Five Star Movement	M5S	Europe of Freedom and Direct Democracy Group	EFDD
27	1	1963	27.01.63	Søren Gade Jensen	M	Denmark	Left	V	Renew Europe	RE
8	10	1971	08.10.71	Stéphane Bijoux	M	France	Independent	Ind	Renew Europe	RE
8	5	1950	08.05.50	Tatjana Ždanoka	F	Latvia	Latvian Russian Union	LKS	Greens-European Free Alliance	Greens-EFA
		1986		Stéphane Séjourné	M	France	En Marche!	LaREM	Renew Europe	RE
17	3	1963	17.03.63	Marion Walsmann	F	Germany	Christian Democratic Union	CDU	European People's Party	EPP
9	5	1987	09.05.87	Theresa Reintke	F	Germany	Alliance 90/The Greens	Grüne	Greens-European Free Alliance	Greens-EFA
9	4	1973	09.04.73	Carlo Calenda	M	Italy	Democratic Party	PD	Progressive Alliance of Socialists and Democrats	SD
25	3	1970	25.03.70	Željana Zovko	F	Croatia	Croatian Democratic Union	HDZ	European People's Party	EPP
20	11	1970	20.11.70	Sira Rego Abed	F	Spain	United Left	IU	European United Left-Nordic Green Left Confederal Group	GUE-NGL
28	3	1974	28.03.74	Stéphanie Yon-Courtin	F	France	Independent	Ind	Renew Europe	RE
21	12	1971	21.12.71	Susana Solís Pérez	F	Spain	Citizens	C's	Renew Europe	RE
27	2	1953	27.02.53	Stelios Kouloglou	M	Greece	Coalition of the Radical Left	SYRIZA	European United Left-Nordic Green Left Confederal Group	GUE-NGL
26	5	1967	26.05.67	Tilly Metz	F	Luxembourg	The Greens	DG	Greens-European Free Alliance	Greens-EFA
		1983		James Glancy	M	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
				Lucy Harris	F	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
				Jake Pugh	M	United Kingdom	Brexit Party	BP	Europe of Freedom and Direct Democracy Group	EFDD
30	7	1976	30.07.76	Ville Niinistö	M	Finland	Green League	Vihr	Greens-European Free Alliance	Greens-EFA
23	3	1970	23.03.70	Viola von Cramon	F	Germany	Alliance 90/The Greens	Grüne	Greens-European Free Alliance	Greens-EFA
25	7	1989	25.07.89	Svenja Hahn	F	Germany	Free Democratic Party	FDP	Renew Europe	RE
		1982		Isabel Benjumea	F	Spain	People's Party	PP	European People's Party	EPP
